original_index,stemmed,clean_final
21572,"['battle', 'echo', 'war', 'boss', 'frame', 'overall', 'explore', 'forgotten', 'hall', 'simulated', 'universe', 'story']",battle echo war boss frame overall explore forgotten hall simulated universe story
21573,"['lag', 'parah']",lag parah
21574,['story'],story
21575,"['login', 'error']",login error
21576,['kamigame'],kamigame
21577,"['grafik', 'emng', 'ad', 'kurang', 'kurang', 'aplikasi', 'main', 'berat', 'panas', 'lawan', 'musuh']",grafik emng ad kurang kurang aplikasi main berat panas lawan musuh
21578,"['muas', 'ekspetasi', 'muas', 'mata', 'mainlan']",muas ekspetasi muas mata mainlan
21579,"['grafik', 'ama', 'karakter', 'nge', 'glich', 'adakan', 'fitur', 'lompat']",grafik ama karakter nge glich adakan fitur lompat
21580,"['gada', 'karakter', 'maidnya', 'dibalikin', 'b', 'maidnya']",gada karakter maidnya dibalikin b maidnya
21581,"['suka', 'clara']",suka clara
21582,[],
21583,"['fiturnya', 'turut', 'lumayan', 'lengkap', 'tarik', 'kurang', 'login', 'depan', 'moga', 'baik']",fiturnya turut lumayan lengkap tarik kurang login depan moga baik
21584,[],
21585,[],
21586,"['kentang', 'ngeluh', 'bug', 'bug', 'bug', 'paksain', 'tambah', 'bintang', 'aman', 'aman', 'tuh', 'sampe', 'bug', 'nama', 'rilis', 'wajar', 'manusia', 'smart', 'dikit', 'doang', 'smart', 'manusia']",kentang ngeluh bug bug bug paksain tambah bintang aman aman tuh sampe bug nama rilis wajar manusia smart dikit doang smart manusia
21587,"['main', 'ui', 'genshin', 'impact', 'character', 'honkai', 'impact', 'story', 'turn', 'base', 'bosan', 'tinggal', 'tunggu', 'event', 'hadir', 'depan', 'event', 'genshin', 'impact']",main ui genshin impact character honkai impact story turn base bosan tinggal tunggu event hadir depan event genshin impact
21588,"['login', 'erorr']",login erorr
21589,"['versi', 'mobile', 'segi', 'animasi', 'patah', 'suara', 'patah', 'benerin', 'admin']",versi mobile segi animasi patah suara patah benerin admin
21590,"['nilou', 'alhaitham', 'together']",nilou alhaitham together
21591,['requirmentnya'],requirmentnya
21592,"['anjing', 'ampas', 'mulu', 'gacha', 'ngentod']",anjing ampas mulu gacha ngentod
21593,"['fun', 'stingy']",fun stingy
21594,[],
21595,"['wussshhh', 'keri']",wussshhh keri
21596,['bugnya'],bugnya
21597,"['karna', 'player', 'honkai', 'impact', 'download', 'honkai', 'star', 'rail']",karna player honkai impact download honkai star rail
21598,"['dialog', 'skip']",dialog skip
21599,"['maap', 'nih', 'login', 'sinyal', 'login', 'tulis', 'eror', 'benerin', 'bener', 'ranting']",maap nih login sinyal login tulis eror benerin bener ranting
21600,"['segi', 'santai', 'story', 'gasabar', 'update', 'story']",segi santai story gasabar update story
21601,['year'],year
21602,['bangettt'],bangettt
21603,"['login', 'comel', 'error']",login comel error
21604,"['level', 'lawan', 'level', 'kaya', 'level', 'level']",level lawan level kaya level level
21605,"['suka', 'nostalgia', 'kaya', 'exos', 'asus', 'zenfone', 'max', 'pro', 'lancar', 'grafik', 'mulus']",suka nostalgia kaya exos asus zenfone max pro lancar grafik mulus
21606,"['suka', 'ping', 'merah', 'ms']",suka ping merah ms
21607,"['perbaikin', 'menu', 'masuk', 'kadang', 'eror', 'berat', 'simpan', 'data', 'kadang', 'frame', 'kadang', 'force', 'close', 'perbaikin']",perbaikin menu masuk kadang eror berat simpan data kadang frame kadang force close perbaikin
21608,"['moga', 'next', 'update', 'mode', 'pvp', 'biar', 'maju', 'mana', 'b']",moga next update mode pvp biar maju mana b
21609,"['buat', 'nih', 'buka', 'main', 'senang', 'nge', 'folow', 'pinjam', 'support', 'team', 'saran', 'buat', 'fitur', 'serikat', 'main', 'komunikasi', 'fitur', 'battle', 'main', 'team', 'serang', 'ikut', 'spd', 'main', 'char', 'skill', 'party', 'main', 'moga', 'direspon', 'sekian']",buat nih buka main senang nge folow pinjam support team saran buat fitur serikat main komunikasi fitur battle main team serang ikut spd main char skill party main moga direspon sekian
21610,"['karakter', 'mata', 'pukau', 'tambah', 'efek', 'serang', 'bener', 'bener']",karakter mata pukau tambah efek serang bener bener
21611,"['turnbase', 'ku', 'mainin']",turnbase ku mainin
21612,"['pilih', 'karakter', 'utama', 'bug']",pilih karakter utama bug
21613,"['tarik', 'cumana', 'hoki', 'hoki', 'dapetin', 'karakter', 'limited']",tarik cumana hoki hoki dapetin karakter limited
21614,[],
21615,"['kompalin', 'diri']",kompalin diri
21616,"['andoid', 'mana', 'main', 'stuck', 'loading', 'baik']",andoid mana main stuck loading baik
21617,"['minimal', 'ram', 'ram', 'gambar', 'kereta', 'doang', 'update']",minimal ram ram gambar kereta doang update
21618,"['download', 'tambah', 'file', 'login', 'akun', 'jaring', 'stabil', 'tp', 'gilir', 'eror', 'nyoba', 'kali', 'tp', 'eror']",download tambah file login akun jaring stabil tp gilir eror nyoba kali tp eror
21619,"['jaln', 'cerita', 'tarik', 'main']",jaln cerita tarik main
21620,['komen'],komen
21621,"['alur', 'cerita']",alur cerita
21622,[],
21623,[],
21624,['suka'],suka
21625,"['hell', 'stuck', 'loading', 'screen', 'disappointing']",hell stuck loading screen disappointing
21626,[],
21627,"['overall', 'puas', 'nih', 'story', 'enjoy', 'ngebaca', 'n', 'ngikutin', 'storynya', 'battle', 'well', 'jrpg', 'lover', 'turn', 'based']",overall puas nih story enjoy ngebaca n ngikutin storynya battle well jrpg lover turn based
21628,"['overall', 'butuh', 'mode', 'co', 'op', 'biar', 'sepi', 'tunggu', 'mode', 'co', 'op']",overall butuh mode co op biar sepi tunggu mode co op
21629,[],
21630,"['mending', 'ketimbang', 'genshin']",mending ketimbang genshin
21631,"['cerita', 'tokoh', 'utama', 'tantang', 'grafik', 'tara', 'kaya', 'pc']",cerita tokoh utama tantang grafik tara kaya pc
21632,"['klik', 'quest', 'bicara', 'npc', 'bug', 'kedip', 'hank']",klik quest bicara npc bug kedip hank
21633,"['five', 'star', 'seele', 'minn']",five star seele minn
21634,"['karakter', 'anak', 'telanjang']",karakter anak telanjang
21635,"['honkai', 'seri', 'kecewa', 'npc', 'variasi', 'genshin', 'variasi', 'suasana', 'kota', 'hidup', 'genshin', 'hidup']",honkai seri kecewa npc variasi genshin variasi suasana kota hidup genshin hidup
21636,"['bug', 'ganti', 'grafik', 'putih', 'baik']",bug ganti grafik putih baik
21637,"['alam', 'visual']",alam visual
21638,"['bareng', 'teman']",bareng teman
21639,[],
21640,"['overall', 'moga', 'ramai', 'depan']",overall moga ramai depan
21641,"['masuk', 'doang', 'ribet']",masuk doang ribet
21642,"['pake', 'nanya']",pake nanya
21643,"['error', 'login', 'kode', 'error']",error login kode error
21644,"['update', 'storyy']",update storyy
21645,"['musuh', 'pake', 'otak', 'lh']",musuh pake otak lh
21646,"['well', 'made', 'ditambahin', 'konten']",well made ditambahin konten
21647,[],
21648,"['gepard', 'kontoooollllllllllll']",gepard kontoooollllllllllll
21649,"['turn', 'base', 'main', 'serang', 'ganti', 'musuh', 'elemen', 'character', 'suka', 'anime', 'turn', 'base', 'download']",turn base main serang ganti musuh elemen character suka anime turn base download
21650,"['x', 'bolak', 'log', 'error']",x bolak log error
21651,"['grafik', 'kanan', 'enak', 'dimainin', 'suka', 'ama', 'combatnya', 'situ', 'tombol', 'lompat', 'segi', 'cerita']",grafik kanan enak dimainin suka ama combatnya situ tombol lompat segi cerita
21652,"['moga', 'cepet', 'ramai']",moga cepet ramai
21653,[],
21654,"['bantu', 'urus', 'rumah', 'tangga']",bantu urus rumah tangga
21655,"['feel', 'empty', 'story', 'cant', 'skip']",feel empty story cant skip
21656,[],
21657,"['babi', 'bela', 'blain', 'hps', 'pubg', 'ama', 'cod', 'login', 'ribet', 'bambi', 'ramai', 'login', 'dasar', 'wibu']",babi bela blain hps pubg ama cod login ribet bambi ramai login dasar wibu
21658,"['size', 'gb', 'lag', 'genshin', 'lag', 'setel', 'grafik']",size gb lag genshin lag setel grafik
21659,"['mantp', 'grafik']",mantp grafik
21660,[],
21661,[],
21662,"['enak', 'saran', 'ram', 'lag', 'ram']",enak saran ram lag ram
21663,"['suka', 'kombinasi', 'campur', 'jenis', 'bug', 'wajar', 'desain', 'karakter', 'animasi', 'map', 'story', 'oia', 'kalean', 'perangkat', 'kuat', 'paksa', 'salah', 'suka', 'heran', 'orang', 'ngerti', 'konsep', 'perangkat', 'lunak', 'handphone']",suka kombinasi campur jenis bug wajar desain karakter animasi map story oia kalean perangkat kuat paksa salah suka heran orang ngerti konsep perangkat lunak handphone
21664,['baguss'],baguss
21665,[],
21666,[],
21667,"['banh', 'hoki', 'banh']",banh hoki banh
21668,['uwu'],uwu
21669,"['login', 'eror']",login eror
21670,"['developer', 'gift', 'sistem', 'form', 'player', 'another', 'player', 'gift', 'item', 'form', 'inventory', 'guys', 'multiplayer']",developer gift sistem form player another player gift item form inventory guys multiplayer
21671,"['cuy', 'poco', 'ram', 'grafik', 'kiri', 'level', 'trailblazernya', 'char', 'b', 'gepard', 'welt', 'pdhl', 'ken', 'bailu', 'seele']",cuy poco ram grafik kiri level trailblazernya char b gepard welt pdhl ken bailu seele
21672,['parah'],parah
21673,"['ganti', 'grafik', 'putih', 'gitu', 'interior', 'gitu', 'fix']",ganti grafik putih gitu interior gitu fix
21674,"['grafik', 'dll']",grafik dll
21675,['story'],story
21676,"['bintang', 'sistem', 'baik', 'main', 'lancar', 'kaya', 'ngesetak']",bintang sistem baik main lancar kaya ngesetak
21677,[],
21678,[],
21679,"['coba', 'login', 'tulis', 'login', 'erro', 'sila', 'coba', 'jaring', 'mobile', 'legend', 'codm', 'baik', 'developer']",coba login tulis login erro sila coba jaring mobile legend codm baik developer
21680,"['always', 'dream']",always dream
21681,['mihoyo'],mihoyo
21682,"['turn', 'base', 'time']",turn base time
21683,"['anime', 'baik']",anime baik
21684,"['muas', 'turn', 'base', 'tinggal', 'afk', 'skill', 'story', 'merinding', 'backsound', 'sentuh', 'hati', 'story']",muas turn base tinggal afk skill story merinding backsound sentuh hati story
21685,"['mudah', 'gacha', 'akun', 'nick', 'akara', 'lopyu', 'pul', 'deh']",mudah gacha akun nick akara lopyu pul deh
21686,"['gensin', 'ngerasa', 'explornya', 'feelnya', 'gensin', 'kaya', 'kaku', 'gerak', 'lompat', 'biasa', 'gensin', 'gitulah', 'puas', 'contoh', 'level', 'langsung', 'hapus', 'bosan', 'dapat', 'rasain']",gensin ngerasa explornya feelnya gensin kaya kaku gerak lompat biasa gensin gitulah puas contoh level langsung hapus bosan dapat rasain
21687,"['gagal', 'mulu', 'tulis', 'error']",gagal mulu tulis error
21688,"['segi', 'turn', 'base', 'chaos', 'ring', 'iii', 'sao', 'unleash', 'bleading', 'bug', 'resah', 'nyaman', 'main', 'ganti', 'resolusi', 'layar', 'langsung', 'warna', 'putih', 'warna', 'menara', 'crytal', 'pusat', 'kota', 'supreme', 'guardian', 'jarilo', 'vi', 'warna', 'hitam', 'pandang', 'nyaman', 'ultimate', 'herta', 'warna', 'hitam', 'harap', 'bug', 'cepat', 'baik']",segi turn base chaos ring iii sao unleash bleading bug resah nyaman main ganti resolusi layar langsung warna putih warna menara crytal pusat kota supreme guardian jarilo vi warna hitam pandang nyaman ultimate herta warna hitam harap bug cepat baik
21689,"['rpg', 'exciting', 'addictive', 'however', 'gacha', 'rate', 'bit', 'difficult', 'opinion', 'beg', 'easier', 'gacha', 'rate', 'get', 'gacha', 'drawbacks', 'part', 'graphics', 'story', 'enough', 'follow', 'hope', 'future', 'continuation', 'story', 'updated', 'quickly', 'events', 'starjade', 'ticket']",rpg exciting addictive however gacha rate bit difficult opinion beg easier gacha rate get gacha drawbacks part graphics story enough follow hope future continuation story updated quickly events starjade ticket
21690,"['fitur', 'lompat', 'aneh', 'gada', 'ken', 'open', 'world', 'ketemu', 'player', 'adakan', 'misi', 'multiplayer', 'guild']",fitur lompat aneh gada ken open world ketemu player adakan misi multiplayer guild
21691,"['overall', 'dri', 'segi', 'graphic', 'story', 'kaget', 'fight', 'honkai', 'impact', 'genshin', 'gitu', 'beda', 'tmbahin', 'fitur', 'lompat', 'skip', 'story', 'kemaren', 'nemu', 'bug', 'hero', 'ngestuck', 'map', 'gitu', 'jalan', 'teleport', 'lolos']",overall dri segi graphic story kaget fight honkai impact genshin gitu beda tmbahin fitur lompat skip story kemaren nemu bug hero ngestuck map gitu jalan teleport lolos
21692,[],
21693,"['voice', 'line']",voice line
21694,"['turn', 'base', 'bosan', 'animasi', 'pukau']",turn base bosan animasi pukau
21695,"['pake', 'nanya']",pake nanya
21696,"['kombat', 'muas', 'skill', 'karakter', 'cepat', 'bosan', 'fitur', 'item', 'mid', 'battle', 'buff', 'debuff', 'restore', 'sp', 'remove', 'debuff', 'heal', 'etc', 'tag', 'team', 'attack', 'weapon', 'skill', 'fitur', 'wait', 'nambahin', 'sp', 'guard', 'nambahin', 'def', 'skip', 'cerita']",kombat muas skill karakter cepat bosan fitur item mid battle buff debuff restore sp remove debuff heal etc tag team attack weapon skill fitur wait nambahin sp guard nambahin def skip cerita
21697,"['musuh', 'darah', 'tinggal', 'isi']",musuh darah tinggal isi
21698,"['gegara', 'tau', 'seele', 'lesbi', 'ilfeel', 'mending', 'genshin']",gegara tau seele lesbi ilfeel mending genshin
21699,"['log', 'eror', 'keluh']",log eror keluh
21700,[],
21701,[],
21702,"['salah', 'ganti', 'resolusi', 'putih', 'coba', 'balikin', 'tetep', 'putih']",salah ganti resolusi putih coba balikin tetep putih
21703,[],
21704,"['login', 'sumpah', 'kesel', 'cepat', 'loginnya']",login sumpah kesel cepat loginnya
21705,"['sungguh', 'sangka', 'tagih', 'pdhal', 'turn', 'based', 'tagih']",sungguh sangka tagih pdhal turn based tagih
21706,"['jenuh', 'multi', 'player']",jenuh multi player
21707,"['abis', 'kadang', 'bug', 'login', 'screen', 'doang', 'suka', 'gagal', 'login', 'pdhl', 'jaring', 'kenceng']",abis kadang bug login screen doang suka gagal login pdhl jaring kenceng
21708,[],
21709,"['sempurna', 'grafik', 'musik', 'karakter', 'story', 'perangkat', 'optimal', 'main', 'battle', 'terkadang', 'patah', 'patah', 'musik', 'suara', 'battle', 'lancar', 'lancar', 'update', 'depan', 'baik', 'edit', 'pelit', 'susah', 'bahan', 'upgrade', 'char']",sempurna grafik musik karakter story perangkat optimal main battle terkadang patah patah musik suara battle lancar lancar update depan baik edit pelit susah bahan upgrade char
21710,"['rat', 'banding', 'genshin', 'kentang']",rat banding genshin kentang
21711,"['sdg', 'server', 'error', 'login', 'error']",sdg server error login error
21712,['asik'],asik
21713,[],
21714,"['sumpah', 'komen']",sumpah komen
21715,"['rate', 'ampas', 'grinding', 'musuh', 'level', 'susah', 'kalah']",rate ampas grinding musuh level susah kalah
21716,"['masuk', 'eror', 'mulu']",masuk eror mulu
21717,"['gaming', 'bang']",gaming bang
21718,"['kecewa', 'harap', 'kyak', 'genshin', 'mlah', 'gitu']",kecewa harap kyak genshin mlah gitu
21719,['rilis'],rilis
21720,"['overall', 'cuman', 'login', 'bug', 'error', 'depan', 'cepat', 'baik', 'biar', 'main', 'puas']",overall cuman login bug error depan cepat baik biar main puas
21721,['sugoi'],sugoi
21722,"['give', 'stars', 'review', 'gave', 'luck', 'pulls']",give stars review gave luck pulls
21723,"['grafik', 'ragu', 'turn', 'base', 'tetep', 'ngerasain', 'explore', 'luas', 'jadul', 'sistem', 'modern', 'kece']",grafik ragu turn base tetep ngerasain explore luas jadul sistem modern kece
21724,['kerja'],kerja
21725,"['give', 'free', 'pull', 'xd']",give free pull xd
21726,"['event', 'reward']",event reward
21727,"['ebusseeeet', 'makan', 'kuota', 'data', 'obat']",ebusseeeet makan kuota data obat
21728,"['versi', 'rpg', 'tantang', 'strategi', 'karakter', 'tarung', 'animasi', 'story']",versi rpg tantang strategi karakter tarung animasi story
21729,"['masuk', 'fitur', 'skip', 'storynya']",masuk fitur skip storynya
21730,"['yoshh', 'favorit']",yoshh favorit
21731,"['ku', 'duga', 'kuat']",ku duga kuat
21732,"['rpg', 'open', 'world', 'turnbase', 'baik', 'android', 'betah', 'hari']",rpg open world turnbase baik android betah hari
21733,"['kurang', 'mode', 'multiplayer', 'bisaa', 'co', 'op']",kurang mode multiplayer bisaa co op
21734,"['genshin', 'hsr', 'ampas', 'gachanya', 'pentol']",genshin hsr ampas gachanya pentol
21735,['kontol'],kontol
21736,['marchhh'],marchhh
21737,"['saran', 'settingan', 'tingkat', 'ramai', 'nge', 'frame', 'brutal', 'gara', 'npc', 'buanyak', 'pdhl', 'gabisa', 'interaksi']",saran settingan tingkat ramai nge frame brutal gara npc buanyak pdhl gabisa interaksi
21738,"['kayak', 'bug', 'warna', 'ungu', 'screennya', 'coba', 'tutorial', 'hasil']",kayak bug warna ungu screennya coba tutorial hasil
21739,['seele'],seele
21740,[],
21741,"['banyak', 'exp']",banyak exp
21742,[],
21743,[],
21744,[],
21745,"['mantab', 'story', 'f', 'p', 'b', 'hidden', 'achivement', 'niat', 'jajah', 'sudut']",mantab story f p b hidden achivement niat jajah sudut
21746,"['genshin', 'gapapa', 'honkai']",genshin gapapa honkai
21747,"['need', 'moar', 'freebies']",need moar freebies
21748,"['segi', 'alur', 'cerita', 'tempur', 'kerjain', 'misi', 'harianya', 'nyaman', 'login', 'loading', 'eror', 'login', 'ulang', 'karakter', 'kadang', 'ngeglitch', 'kadang', 'kadang', 'lag', 'baik', 'guna', 'rasa', 'sensasi', 'main', 'tambah', 'fitur', 'lompat', 'potong', 'jalan', 'cepat', 'tuju']",segi alur cerita tempur kerjain misi harianya nyaman login loading eror login ulang karakter kadang ngeglitch kadang kadang lag baik guna rasa sensasi main tambah fitur lompat potong jalan cepat tuju
21749,[],
21750,"['grafik', 'story', 'pokok', 'deh']",grafik story pokok deh
21751,"['buruk', 'main', 'hari', 'gacha', 'seele', 'b', 'spin', 'hard', 'pity', 'kau', 'b', 'seele', 'kecewa', 'kau', 'pikir', 'lucu', 'hoyolab', 'henti', 'main', 'fak']",buruk main hari gacha seele b spin hard pity kau b seele kecewa kau pikir lucu hoyolab henti main fak
21752,"['wow', 'wow', 'absolutely', 'animation', 'graphics', 'char', 'design', 'ofc', 'char', 'hot']",wow wow absolutely animation graphics char design ofc char hot
21753,"['honkai', 'star', 'rail', 'seru', 'grafik', 'story', 'soundtrack', 'suka', 'saran', 'perbanyakin', 'event', 'quest']",honkai star rail seru grafik story soundtrack suka saran perbanyakin event quest
21754,"['gacha', 'hoki']",gacha hoki
21755,"['kerja', 'agus']",kerja agus
21756,"['misi', 'frez']",misi frez
21757,"['unik', 'mudah', 'suka', 'gacha']",unik mudah suka gacha
21758,"['grafik', 'ram', 'gb', 'ngeleg', 'ganti', 'kali']",grafik ram gb ngeleg ganti kali
21759,"['kategori', 'turn', 'based', 'tiada', 'item', 'battle', 'makan', 'banyak', 'turn', 'based', 'item', 'battle']",kategori turn based tiada item battle makan banyak turn based item battle
21760,[],
21761,"['story', 'grafik', 'story']",story grafik story
21762,[],
21763,"['karakter', 'mcnya', 'voice', 'nyeritain', 'karakter', 'mau', 'digenshin', 'mcnya', 'voice']",karakter mcnya voice nyeritain karakter mau digenshin mcnya voice
