original_index,cleaned,normalized
13696,aku kena bug ngestuck dipembicaraan event bjirr ini gmn mainnya padahal dah relog ato gak ganti hp pleasee tolong dong ini gmnn,aku kena bug ngestuck dipembicaraan event bjirr ini bagaimana mainnya padahal sudah relog ato tidak ganti hp pleasee tolong dong ini gmnn
13697,sangat menyenangkan dan ramah f p,sangat menyenangkan dan ramah f p
13698,game the best,game the best
13699,sehat sehat game baik,sehat sehat game baik
13700,game baik sungguh baik,game baik sungguh baik
13701,terbaiiikkk,terbaiiikkk
13702,kali kalah rate off berturut turut maksudnya apa ha katanya ini namanya parah banget sakit hati aku semoga rezeki kalian pihak mihoyo dibuat seadil adilnya atas kasus ini,kali kalah rate off berturut turut maksudnya apa ha katanya ini namanya parah sekali sakit hati aku semoga rezeki kalian pihak mihoyo dibuat seadil adilnya atas kasus ini
13703,mantap bansosnya,mantap bansosnya
13704,berat amat tiba tiba hp saya ngeblank ketika main sering keluar sendiri dan grafisnya masih jelek,berat amat tiba tiba hp saya ngeblank ketika main sering keluar sendiri dan grafisnya masih jelek
13705,min fitur hapus voice languagenyabkok gada soalnya kemaren perasaan ada kok hilang di mobile sedangkan di pc aman thank you,min fitur hapus voice languagenyabkok gada soalnya kemaren perasaan ada kok hilang di mobile sedangkan di pc aman thank you
13706,kawan saya jadi tolol gara game ini,kawan saya jadi tolol gara game ini
13707,game elit tapi ga berlaku buat hp mid tolong adakan fitur buat download data game ya secara terpisah supaya tidak terlalu makan penyimpanan memori,game elit tapi tidak berlaku buat hp mid tolong adakan fitur buat download data game ya secara terpisah supaya tidak terlalu makan penyimpanan memori
13708,setelah update penacony game nya jadi lebih berat bahkan jadi sering forced close apalagi ketika animasi memasuki battle tolong lah hoyo diperbaiki,setelah update penacony game nya jadi lebih berat bahkan jadi sering forced close apalagi ketika animasi memasuki battle tolong lah hoyo diperbaiki
13709,bisa ngak fitur skip ques terlalu lama,bisa tidak fitur skip ques terlalu lama
13710,tolong diperbaiki setelah update sering mengalami force close,tolong diperbaiki setelah update sering mengalami force close
13711,game rpg mobile terniat dah pokoknya apalagi udah masuk world penacony,game rpg mobile terniat sudah pokoknya apalagi sudah masuk world penacony
13712,gim baik hati tidak pelit dan sangat ramah karakternya juga bagus bagus story nya menarik,game baik hati tidak pelit dan sangat ramah karakternya juga bagus bagus story nya menarik
13713,gamenya seru dan rekomendasi untuk kalian yang mencari game yang sangat menyenangkan gameplay sangat seru dan menyenangkan hadiah banyak dan storiesnya sangat bagus semangat lah bermain para trailblazer,game nya seru dan rekomendasi untuk kalian yang mencari game yang sangat menyenangkan game play sangat seru dan menyenangkan hadiah banyak dan storiesnya sangat bagus semangat lah bermain para trailblazer
13714,game nya bagus banget update nya ga main main kalian dapet barang barang bagus dan karakter yang bagus juga grafik dan desain bener bener mulus dan bagus,game nya bagus sekali update nya tidak main main kalian dapat barang barang bagus dan karakter yang bagus juga grafik dan desain bener bener mulus dan bagus
13715,stuck pas di dialog firefly ngaku sebagai pengungsi udah gue coba berbagai cara gabisa terpaksa uninstall,stuck ketika di dialog firefly ngaku sebagai pengungsi sudah saya coba berbagai cara gabisa terpaksa uninstall
13716,game baik bansos segunung gacha soft pity memang game baik,game baik bansos segunung gacha soft pity memang game baik
13717,untuk versi pc saya mau pakai software xoutput tapi selalu putus nyambung mohon bug nya di perbaiki kalo boleh terimakasih,untuk versi pc saya mau pakai software xoutput tapi selalu putus nyambung mohon bug nya di perbaiki kalau boleh terimakasih
13718,tambahkan fitur skip animasi karena bikin lama,tambahkan fitur skip animasi karena buat lama
13719,dipaksa download sama kakak gw,dipaksa download sama kakak saya
13720,game ter keren,game ter keren
13721,kenapa tidak bisa masuk di game ya min tolong bantuanya padahal kemarin kemarin aman aman aja tidak ada kendala apapun mohon di koreksi,kenapa tidak bisa masuk di game ya min tolong bantuanya padahal kemarin kemarin aman aman saja tidak ada kendala apapun mohon di koreksi
13722,seruu sii cuman lama lama bosen karna gabisa explore tapi gapapa,seruu sii cuman lama lama bosan karna gabisa explore tapi gapapa
13723,game baik,game baik
13724,semogaa ada update baru misi baru dan event baru nama crystal,semogaa ada update baru misi baru dan event baru nama crystal
13725,terima kasih honkai star rail telah meng endorse milyhya dan akhirnya bang manca uploud video terbaru sering endorse milyhya dong biar bang bang manca rajin uploud sekalian,terima kasih honkai star rail telah meng endorse milyhya dan akhirnya bang manca uploud video terbaru sering endorse milyhya dong biar bang bang manca rajin uploud sekalian
13726,gw kasih bintang dua karena firefly mati,saya kasih bintang dua karena firefly mati
13727,raja bansos,raja bansos
13728,ga tau pokoknya ganteng,tidak tau pokoknya ganteng
13729,boleh lah,boleh lah
13730,sehat sehat game baik,sehat sehat game baik
13731,storynya udah ngena banget bansos mah jan ditanya ya overall ni game bagus lahh tingkatin rate char b nya ya minn,storynya sudah ngena sekali bansos mah jan ditanya ya overall ni game bagus lahh tingkatin rate char b nya ya minn
13732,oke,oke
13733,bansosnya gacor bos,bansosnya gacor bos
13734,sehat sehat game baik panjang umur game baik semoga sukses selalu ya game baik,sehat sehat game baik panjang umur game baik semoga sukses selalu ya game baik
13735,saya mengasih bintang dua karna cepat menguras baterai dan untuk di hp android seperti saya ya gratik nya udah bagus tp hp ku jadi lemot,saya mengasih bintang dua karna cepat menguras baterai dan untuk di hp android seperti saya ya gratik nya sudah bagus tp hp ku jadi lemot
13736,mantap,mantap
13737,penacony seru banget ceritanya download gais story nya baguss gak nyesel deh size gede emang kaya genshin kontennya banyak gua namatin penacony aja hari wkwk,penacony seru sekali ceritanya download gais story nya baguss tidak nyesel deh size gede memang kaya genshin kontennya banyak gua namatin penacony saja hari wkwk
13738,ok,ok
13739,saat bagus sakali,saat bagus sakali
13740,give back fireflyy,give back fireflyy
13741,can i explain something i m already ar why is the event difficult my character is not strong against any opponent please make it easier everything is hard so i decided to retire i hope you read it,can i explain something i m already ar why is the event difficult my character is not strong against any opponent please make it easier everything is hard so i decided to retire i hope you read it
13742,ada bug min kalo main di android audionya pecah pecah jangan sampek gw kasih ni game bintang,ada bug min kalau main di android audionya pecah pecah jangan sampek saya kasih ni game bintang
13743,game baik,game baik
13744,bagus,bagus
13745,kenapa latar belakang digamenya bintang bintang gaada tembok sama sekali tembus pandang kecewa banget seru tapi ya itu layar belakangnya ngebug,kenapa latar belakang digamenya bintang bintang tidak ada tembok sama sekali tembus pandang kecewa sekali seru tapi ya itu layar belakangnya terjadi bug
13746,aku maaf aku honkai star rail,aku maaf aku honkai star rail
13747,tolong bug nya diperbaiki punya ku layarnya putih semua,tolong bug nya diperbaiki punya ku layarnya putih semua
13748,game yang sangat bagus ramah f p tidak seperti kakaknya kikir impact terima kasih,game yang sangat bagus ramah f p tidak seperti kakaknya kikir impact terima kasih
13749,donwload server nya buruk harus bolak reconnect padalah internet wifi aman,donwload server nya buruk harus bolak reconnect padalah internet wifi aman
13750,asli bikin nagih,asli buat nagih
13751,game baik,game baik
13752,keren,keren
13753,i will become otto,i will become otto
13754,grafik dan permainan nya cukup bagus hanya saja saya kurang suka dengan model game turn base,grafik dan permainan nya cukup bagus hanya saja saya kurang suka dengan model game turn base
13755,keren,keren
13756,bagus,bagus
13757,langsung gw hapus gatau kenapa udh daftar pas mau login error jaringan mlu padahal gw main game lain kayak pgr nikke itu lancarrrrr,langsung saya hapus tidak tahu kenapa sudah daftar ketika mau login error jaringan mlu padahal saya main game lain seperti pgr nikke itu lancarrrrr
13758,oklah,oklah
13759,kenapa tante merah,kenapa tante merah
13760,ga kek game kikir sebelah awokawokawokawok,tidak seperti game kikir sebelah awokawokawokawok
13761,min bagi black swan,min bagi black swan
13762,game nya bagus tapi kok setelah update jadi gampang nge crash,game nya bagus tapi kok setelah update jadi mudah nge crash
13763,burik,burik
13764,keren,keren
13765,makasih raja bansos,terima kasih raja bansos
13766,bagus,bagus
13767,bisa tolong buatkan skip dialog dalam ceritanya soalnya kalau main di android menguras batrai jdi saya menghabiskan batre hanya untuk dialog saja dri pada battlenya bahkan quest belum selesai batrai sudah low,bisa tolong buatkan skip dialog dalam ceritanya soalnya kalau main di android menguras batrai jadi saya menghabiskan batre hanya untuk dialog saja dri pada battlenya bahkan quest belum selesai batrai sudah low
13768,terimakasih game baik,terimakasih game baik
13769,game nya bagus banget,game nya bagus sekali
13770,tambahin fitur raid boss,tambahkan fitur raid boss
13771,game nya bagus tapi login nya lama bgt,game nya bagus tapi login nya lama sekali
13772,buat apa banyak bansos tapi gacha ampas njir malas,buat apa banyak bansos tapi gacha ampas njir malas
13773,sudah bagus kok game nya sama grafik nya,sudah bagus kok game nya sama grafik nya
13774,pas mau main malah ngeleg keluar sendiri padahal penyimpanan masih banyak,ketika mau main malah ngeleg keluar sendiri padahal penyimpanan masih banyak
13775,had so much fun in this game deserves game of the year last year story very good management interesting events i would even give stars if possible,had so much fun in this game deserves game of the year last year story very good management interesting events i would even give stars if possible
13776,mantap banyak bansos gk kayak si kikir,mantap banyak bansos tidak seperti si kikir
13777,good,good
13778,game nya bagus tapi dev nya ki,game nya bagus tapi dev nya ki
13779,sik asik,sik asik
13780,gasss honkai,gasss honkai
13781,mau sampai kapan ngebanding bandingin kedua game yang jelas dari gameplay nya pun berbeda emang gak cape,mau sampai kapan ngebanding bandingin kedua game yang jelas dari game play nya pun berbeda memang tidak cape
13782,boleh lah game baik,boleh lah game baik
13783,banyak jade stellar geratis,banyak jade stellar geratis
13784,game baik,game baik
13785,engine sering eror jd kadang ga bisa buka game kadang force close tolong segera diperbaiki,engine sering eror jadi kadang tidak bisa buka game kadang force close tolong segera diperbaiki
13786,ga nyesel gw download ini game,tidak nyesel saya download ini game
13787,menarik dan seru mungkin cocok untuk kalian kalau kalian suka desain karakter juga bagus dan juga desain tempat mapnya juga menarik sekian dari saya terimakasih,menarik dan seru mungkin cocok untuk kalian kalau kalian suka desain karakter juga bagus dan juga desain tempat mapnya juga menarik sekian dari saya terimakasih
13788,gua pingin skin march th pas di belobog rilis,gua pingin skin march th ketika di belobog rilis
13789,asem plis dev firefly gitu amat matiny udh sering nonton b n h an furina aj gw g kasihan loh cuma kok kayakny ini sedih banget y malah waktu di sate keingat lagu waktu foto di atap lupa judul gw harap yg mokat di mimpi g mokat di nyata dah soalny kan firefly udh kena penyakit cuma mau nikmati hidup orang gini amat dah,asem please dev firefly gitu amat matiny sudah sering nonton b n h an furina aj saya tidak kasihan loh cuma kok kayakny ini sedih sekali y malah waktu di sate keingat lagu waktu foto di atap lupa judul saya harap yang mokat di mimpi tidak mokat di nyata sudah soalny kan firefly sudah kena penyakit cuma mau nikmati hidup orang gini amat sudah
13790,kafkaa,kafkaa
13791,terima kasih game baik,terima kasih game baik
13792,hard to get star character on free pulls how much do i have to pay i m broke my luck on pulls just not good as many people,hard to get star character on free pulls how much do i have to pay i m broke my luck on pulls just not good as many people
13793,suka sama gamenyaa awal ku kira gamenya gabakal sesuai ekspektasiku ehh ternyata lumayanlahh nih gamee dan ga terlalu banyak memori,suka sama gamenyaa awal ku kira game nya gabakal sesuai ekspektasiku ehh ternyata lumayanlahh nih gamee dan tidak terlalu banyak memori
13794,mantap,mantap
13795,game murah hati,game murah hati
13796,full pity malah clara,full pity malah clara
13797,seru banget cuy,seru sekali cuy
13798,sehat sehat game baik,sehat sehat game baik
13799,panjang umur game dermawan,panjang umur game dermawan
